current,tube_out,tube_in,flask_1,flask_2
-0.0077,27.131710758377416,26.954497354497317,26.27733333333323,25.160888888888856
2.4614000000000003,27.22031746031743,26.954497354497317,26.27733333333323,25.160888888888856
2.4209,27.663350970017625,27.04310405643737,25.998222222222186,25.160888888888856
2.4094,28.106384479717793,27.39753086419752,26.27733333333323,25.160888888888856
2.4008000000000003,28.549417989417957,27.751957671957644,26.27733333333323,25.160888888888856
2.3934,28.903844797178106,28.01777777777775,26.55644444444437,25.160888888888856
2.3881,29.258271604938262,28.46081128747794,26.55644444444437,25.4399999999999
2.382,29.43548500881832,28.726631393298046,26.55644444444437,25.4399999999999
2.3768000000000002,30.05573192239857,29.0810582010582,26.83555555555552,25.160888888888856
2.3726,30.321552028218676,29.43548500881832,26.83555555555552,25.4399999999999
2.3672000000000004,30.587372134038787,29.789911816578467,26.83555555555552,25.719111111111047
2.3645,30.853192239858892,30.05573192239857,27.11466666666656,25.719111111111047
2.3585,31.119012345678996,30.321552028218676,27.11466666666656,25.719111111111047
2.3550999999999997,31.384832451499097,30.67597883597883,27.39377777777771,25.998222222222186
2.3510999999999997,31.473439153439152,30.67597883597883,27.39377777777771,26.27733333333323
2.3488,31.82786596119927,31.03040564373895,27.67288888888885,26.27733333333323
2.3451,32.00507936507936,31.296225749559053,27.951999999999895,26.27733333333323
2.3423000000000003,32.182292768959414,31.562045855379164,28.510222222222183,26.55644444444437
2.3372,32.44811287477952,31.739259259259246,28.510222222222183,26.55644444444437
2.3365,32.53671957671958,31.82786596119927,28.78933333333323,27.11466666666656
2.3317,32.80253968253967,32.00507936507936,28.78933333333323,27.11466666666656
2.3304,32.979753086419734,32.09368606701937,29.347555555555513,27.39377777777771
2.3261,33.24557319223984,32.44811287477952,29.347555555555513,27.67288888888885
2.3227,33.33417989417988,32.53671957671958,29.62666666666656,27.67288888888885
2.321,33.51139329805994,32.71393298059962,29.905777777777697,27.951999999999895
2.319,33.599999999999994,32.89114638447969,30.184888888888846,28.231111111111034
2.3182000000000005,33.68860670194,33.06835978835978,30.463999999999892,28.231111111111034
2.3137000000000003,33.8658201058201,33.06835978835978,30.463999999999892,28.510222222222183
2.3117,34.131640211640196,33.33417989417988,30.743111111111038,28.78933333333323
2.3105,34.22024691358022,33.51139329805994,31.02222222222218,29.068444444444374
2.3068,34.39746031746031,33.599999999999994,31.02222222222218,29.347555555555513
2.3042000000000002,34.57467372134037,33.77721340388005,31.02222222222218,29.347555555555513
2.3054,34.57467372134037,33.77721340388005,31.301333333333318,29.62666666666656
2.3027,34.75188712522042,34.04303350970016,31.580444444444364,29.62666666666656
2.2998000000000003,34.66328042328041,34.04303350970016,31.85955555555551,29.905777777777697
2.2969,34.92910052910052,34.22024691358022,31.85955555555551,30.184888888888846
2.2958000000000003,35.10631393298057,34.39746031746031,32.4177777777777,30.463999999999892
2.294,35.28352733686067,34.57467372134037,32.4177777777777,30.463999999999892
2.2934,35.37213403880068,34.66328042328041,32.69688888888884,30.743111111111038
2.2918000000000003,35.46074074074073,34.75188712522042,32.69688888888884,31.02222222222218
2.2908000000000004,35.54934744268077,34.84049382716047,32.975999999999985,31.02222222222218
2.2863,35.72656084656083,35.01770723104053,33.25511111111103,31.02222222222218
2.2873,35.81516754850088,35.01770723104053,33.25511111111103,31.301333333333318
2.2844,35.90377425044089,35.10631393298057,33.534222222222176,31.580444444444364
2.2821,35.99238095238094,35.19492063492062,33.81333333333332,31.85955555555551
2.2807000000000004,35.99238095238094,35.37213403880068,33.81333333333332,31.85955555555551
2.2781,36.08098765432098,35.46074074074073,34.09244444444437,32.13866666666666
