current,tube_out,tube_in,flask_1,flask_2
0.6936,26.3342504409171,26.068430335096995,24.323555555555522,23.486222222222192
1.8377000000000001,26.3342504409171,26.068430335096995,24.60266666666657,23.486222222222192
1.7419,26.42285714285711,26.068430335096995,24.60266666666657,23.486222222222192
1.7101000000000002,25.97982363315695,25.891216931216903,24.60266666666657,23.486222222222192
1.6973000000000003,26.511463844797156,26.068430335096995,24.60266666666657,23.486222222222192
1.6893000000000002,26.3342504409171,25.891216931216903,24.60266666666657,23.486222222222192
1.6845,26.511463844797156,26.157037037037007,24.60266666666657,23.486222222222192
-0.31010000000000004,26.688677248677223,26.24564373897705,24.60266666666657,23.486222222222192
-0.07590000000000001,26.777283950617267,26.24564373897705,24.60266666666657,23.765333333333235
-0.022200000000000004,27.04310405643737,26.3342504409171,24.60266666666657,23.486222222222192
-0.0075,26.954497354497317,26.42285714285711,24.881777777777707,23.486222222222192
-0.0024000000000000002,26.954497354497317,26.511463844797156,24.60266666666657,23.486222222222192
-0.0002,27.04310405643737,26.511463844797156,24.881777777777707,23.486222222222192
0.0007000000000000001,26.954497354497317,26.6000705467372,24.60266666666657,23.486222222222192
-1.8875,27.04310405643737,26.6000705467372,24.881777777777707,23.486222222222192
-1.7405,26.954497354497317,26.6000705467372,24.881777777777707,23.486222222222192
-1.7003000000000001,26.954497354497317,26.6000705467372,24.881777777777707,23.486222222222192
-1.6834,26.86589065255731,26.6000705467372,24.881777777777707,23.486222222222192
-1.6738000000000002,26.86589065255731,26.6000705467372,24.881777777777707,23.486222222222192
-1.6667,26.777283950617267,26.511463844797156,24.881777777777707,23.765333333333235
-1.6604,26.777283950617267,26.6000705467372,24.881777777777707,23.765333333333235
-1.654,26.777283950617267,26.6000705467372,24.881777777777707,23.486222222222192
