current,tube_out,tube_in,flask_1,flask_2
3.2,27.308924162257476,27.131710758377416,26.83555555555552,25.4399999999999
2.5331000000000006,27.574744268077577,27.131710758377416,26.83555555555552,25.4399999999999
3.1323000000000003,28.106384479717793,27.39753086419752,26.55644444444437,25.4399999999999
2.3504,28.726631393298046,27.751957671957644,26.83555555555552,25.4399999999999
2.2252,29.3468783068783,28.283597883597853,26.83555555555552,25.719111111111047
3.1411000000000002,29.878518518518515,28.726631393298046,26.55644444444437,25.4399999999999
0.303,30.41015873015872,29.258271604938262,26.83555555555552,25.4399999999999
3.1321000000000003,30.764585537918844,29.524091710758366,27.11466666666656,25.719111111111047
3.1395,31.296225749559053,30.144338624338626,27.11466666666656,25.4399999999999
2.9262,31.562045855379164,30.587372134038787,27.39377777777771,25.998222222222186
3.1563000000000003,32.09368606701937,31.03040564373895,27.67288888888885,25.998222222222186
2.5028,32.359506172839474,31.384832451499097,27.67288888888885,25.998222222222186
1.5805,32.71393298059962,31.65065255731921,27.951999999999895,26.27733333333323
1.6728000000000003,32.979753086419734,32.00507936507936,28.231111111111034,26.55644444444437
3.1711000000000005,33.24557319223984,32.270899470899465,28.78933333333323,26.83555555555552
1.7316,33.599999999999994,32.53671957671958,28.78933333333323,27.11466666666656
1.322,33.77721340388005,32.71393298059962,29.068444444444374,27.39377777777771
2.8031,34.04303350970016,33.06835978835978,29.347555555555513,27.39377777777771
1.3226000000000002,34.22024691358022,33.156966490299794,29.905777777777697,27.67288888888885
1.6048000000000002,34.57467372134037,33.51139329805994,29.905777777777697,27.951999999999895
3.2,34.75188712522042,33.68860670194,30.184888888888846,28.231111111111034
1.1075,34.92910052910052,33.954426807760115,30.743111111111038,28.510222222222183
1.5354,34.84049382716047,33.954426807760115,30.743111111111038,28.510222222222183
3.2,35.28352733686067,34.30885361552026,31.02222222222218,29.068444444444374
1.8253000000000001,35.46074074074073,34.48606701940032,31.580444444444364,29.068444444444374
2.2702000000000004,35.637954144620785,34.66328042328041,31.580444444444364,29.62666666666656
3.0838,35.72656084656083,34.75188712522042,31.85955555555551,29.62666666666656
3.2,35.90377425044089,34.84049382716047,32.13866666666666,29.905777777777697
0.9911,35.99238095238094,35.01770723104053,32.4177777777777,30.463999999999892
1.7953000000000001,35.90377425044089,35.01770723104053,32.69688888888884,30.463999999999892
2.5199000000000003,36.169594356260994,35.37213403880068,32.975999999999985,30.743111111111038
1.8287,36.34680776014109,35.46074074074073,32.975999999999985,30.743111111111038
3.2,36.435414462081106,35.637954144620785,33.534222222222176,31.02222222222218
1.7667,36.52402116402114,35.637954144620785,33.534222222222176,31.301333333333318
0.9596,36.52402116402114,35.637954144620785,33.81333333333332,31.301333333333318
0.5386,36.612627865961194,35.81516754850088,34.3715555555555,31.580444444444364
3.2,36.789841269841254,35.90377425044089,34.3715555555555,31.85955555555551
2.5515,36.8784479717813,36.08098765432098,34.3715555555555,32.13866666666666
2.8277,36.967054673721314,36.169594356260994,34.650666666666645,32.13866666666666
0.407,36.967054673721314,36.169594356260994,34.92977777777769,32.69688888888884
2.2752000000000003,37.05566137566136,36.169594356260994,34.92977777777769,32.69688888888884
2.8277,37.05566137566136,36.258201058201045,35.208888888888836,32.975999999999985
0.9332,36.967054673721314,36.169594356260994,35.487999999999985,33.25511111111103
0.30710000000000004,37.1442680776014,36.34680776014109,35.487999999999985,33.25511111111103
1.3937,37.32148148148147,36.52402116402114,35.76711111111103,33.534222222222176
-0.11930000000000002,37.32148148148147,36.52402116402114,36.04622222222217,33.81333333333332
0.7,37.32148148148147,36.52402116402114,36.04622222222217,33.81333333333332
1.6391000000000002,37.32148148148147,36.612627865961194,36.32533333333331,33.81333333333332
1.6423,37.410088183421514,36.612627865961194,36.32533333333331,34.09244444444437
1.599,37.410088183421514,36.52402116402114,36.604444444444354,34.09244444444437
1.1174000000000002,37.410088183421514,36.789841269841254,36.604444444444354,34.09244444444437
1.544,37.49869488536152,36.70123456790121,36.8835555555555,34.3715555555555
0.0258,37.49869488536152,36.789841269841254,36.8835555555555,34.650666666666645
2.8672000000000004,37.410088183421514,36.70123456790121,36.8835555555555,34.650666666666645
2.7093000000000003,37.49869488536152,36.789841269841254,37.16266666666665,34.650666666666645
1.92,37.49869488536152,36.70123456790121,37.16266666666665,34.92977777777769
2.012,37.49869488536152,36.789841269841254,37.441777777777695,34.92977777777769
2.9725,37.58730158730157,36.789841269841254,37.441777777777695,35.208888888888836
-0.5565,37.49869488536152,36.8784479717813,37.441777777777695,35.487999999999985
2.0252,37.58730158730157,36.8784479717813,37.441777777777695,35.487999999999985
-0.5358,37.49869488536152,36.789841269841254,37.441777777777695,35.487999999999985
2.3062000000000005,37.410088183421514,36.8784479717813,37.441777777777695,35.487999999999985
2.5986000000000002,37.32148148148147,36.612627865961194,37.72088888888884,35.76711111111103
-0.4983,37.49869488536152,36.789841269841254,37.72088888888884,35.76711111111103
3.2,37.49869488536152,36.8784479717813,37.99999999999997,35.76711111111103
-0.4895,37.410088183421514,36.789841269841254,37.99999999999997,35.76711111111103
1.9726000000000001,37.410088183421514,36.789841269841254,37.99999999999997,36.04622222222217
1.6174000000000002,37.410088183421514,36.612627865961194,37.99999999999997,36.04622222222217
0.9071,37.23287477954142,36.70123456790121,37.99999999999997,36.04622222222217
1.1754,37.23287477954142,36.612627865961194,37.99999999999997,36.04622222222217
2.0778000000000003,37.32148148148147,36.70123456790121,37.99999999999997,36.04622222222217
2.3851,37.23287477954142,36.52402116402114,37.99999999999997,36.04622222222217
-0.424,37.23287477954142,36.612627865961194,38.27911111111102,36.32533333333331
-0.0535,37.05566137566136,36.52402116402114,37.99999999999997,36.32533333333331
2.9768000000000003,37.1442680776014,36.435414462081106,38.27911111111102,36.32533333333331
2.2226,37.05566137566136,36.435414462081106,38.27911111111102,36.32533333333331
-0.3895,36.967054673721314,36.34680776014109,37.99999999999997,36.32533333333331
1.6305,36.967054673721314,36.258201058201045,37.99999999999997,36.32533333333331
0.9727,36.789841269841254,36.169594356260994,37.99999999999997,36.32533333333331
0.7216,36.789841269841254,36.258201058201045,38.27911111111102,36.32533333333331
-0.32730000000000004,36.70123456790121,36.169594356260994,37.99999999999997,36.32533333333331
1.5462,36.612627865961194,36.169594356260994,37.72088888888884,36.32533333333331
-0.328,36.52402116402114,36.08098765432098,37.99999999999997,36.604444444444354
0.4061,36.52402116402114,35.99238095238094,37.99999999999997,36.604444444444354
1.473,36.435414462081106,35.90377425044089,37.99999999999997,36.604444444444354
1.3617000000000001,36.34680776014109,35.90377425044089,37.72088888888884,36.604444444444354
1.3036,36.258201058201045,35.81516754850088,37.99999999999997,36.604444444444354
