time,t(s),T_{env},P_{env},T1_{ext},T2_{ext},T3_{ext},T4_{ext},T1,T2,T3,T4,P1,P2,P3,P4,H1,H2,H3,H4,Turb1_{180},Turb2_{180},Turb3_{180},Turb4_{180},Turb1_{135},Turb2_{135},Turb3_{135},Turb4_{135},Turb1_{ref},Turb2_{ref},Turb3_{ref},Turb4_{ref}
1737124077.6045063,0.0,21.6330078125,1034.5852926472535,21.812,21.937,21.875,21.937,22.9595703125,23.1546875,23.6103515625,22.7412109375,1049.1667788880127,1043.3478866983269,1047.0272963280993,1050.9146880491865,85.03376309572657,89.73916934686063,89.74016394088562,81.00172104361653,-0.105875,-0.100875,-0.100875,-0.10337500000000001,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,1.0336095216296637,2.198471046005951,2.182064545662623,1.6898695353627833
1737124109.587419,31.983,21.582421875,1034.538074929229,21.812,21.937,21.875,21.937,23.0005859375,23.210546875,23.77890625,23.2091796875,1048.1734385598875,1042.4512744113597,1045.0431887507254,1048.2529320732415,85.67860654191531,90.42223733929809,90.18122864792569,82.5279164069878,-0.108375,-0.100875,-0.100875,-0.10337500000000001,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,0.9515770199130236,2.198471046005951,2.132845044632639,1.6406500343327994
1737124140.4466326,62.842,21.55703125,1034.5737794267652,21.812,21.937,21.937,22.0,22.9697265625,23.180078125,23.7583984375,23.3921875,1047.5437036708342,1041.8345996167334,1043.737810833539,1046.6427030818763,86.02224046632621,90.63046836600668,90.59711419239711,83.9738051731664,-0.108375,-0.100875,-0.100875,-0.10337500000000001,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,0.9679835202563517,2.149251544975967,2.132845044632639,1.6078370336461434
1737124171.3112068,93.707,21.496484375,1034.5217933145138,21.812,22.0,22.0,22.062,22.898046875,23.1189453125,23.6666015625,23.40234375,1047.0100080819714,1041.269863912613,1042.7253456036774,1045.5344795834299,86.47917126941448,90.24632373363492,90.66766951163264,84.54060577155386,-0.108375,-0.100875,-0.100875,-0.10337500000000001,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,0.9515770199130236,2.198471046005951,2.132845044632639,1.6242435339894714
1737124202.1546295,124.55,21.455859375,1034.5221361069764,21.812,22.0,21.937,22.062,22.785546875,23.02734375,23.5439453125,23.34140625,1046.5908023047957,1040.855261025231,1041.8924128090557,1044.719777844465,86.43573846857707,90.22864343549136,90.86625871602622,85.37665424271354,-0.108375,-0.100875,-0.100875,-0.10337500000000001,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,1.0007965209430076,2.214877546349279,2.132845044632639,1.6734630350194555
1737124233.0274959,155.423,21.4306640625,1034.5612259316158,21.812,22.0,22.0,22.125,22.6830078125,22.9306640625,23.3857421875,23.2447265625,1046.1498777162296,1040.427774368848,1041.2521506515086,1043.999130358146,87.21063460349387,90.96725109340636,90.77181094162384,85.44296817913006,-0.105875,-0.100875,-0.100875,-0.10337500000000001,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,0.9679835202563517,2.182064545662623,2.149251544975967,1.6078370336461434
1737124263.9410212,186.337,21.4052734375,1034.541167448613,21.812,22.0,22.0,22.125,22.5755859375,22.8388671875,23.222265625,23.127734375,1045.8404117633527,1040.0640498465973,1040.6389642723404,1043.3865375979701,87.09413579751909,90.8573863965233,90.68405608842936,86.26434560795738,-0.108375,-0.100875,-0.100875,-0.10337500000000001,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,0.9843900205996796,2.198471046005951,2.149251544975967,1.6570565346761272
1737124294.814117,217.21,21.369921875,1034.5581604214103,21.812,21.937,22.0,22.125,22.4783203125,22.726953125,23.079296875,23.0158203125,1045.5290665242587,1039.7651391096288,1040.12704355784,1042.9322144747077,87.55309922551531,90.6353700139319,90.59945163484187,86.65676860875203,-0.108375,-0.100875,-0.100875,-0.10337500000000001,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,0.9679835202563517,2.214877546349279,2.1656580453192955,1.6734630350194555
1737124325.6504426,248.046,21.380078125,1034.571752499715,21.812,22.0,22.0,22.125,22.396484375,22.6404296875,22.936328125,22.89375,1045.24829133955,1039.4765185179085,1039.7293184428593,1042.52206162453,87.72971699861691,90.98992314405037,90.81415983789869,86.63441333848179,-0.105875,-0.100875,-0.100875,-0.10337500000000001,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,1.0007965209430076,2.182064545662623,2.1656580453192955,1.6570565346761272
1737124356.4778917,278.873,21.3548828125,1034.578874976197,21.812,22.0,22.0,22.125,22.304296875,22.5435546875,22.793359375,22.7869140625,1044.9675099492772,1039.215284977104,1039.2862658987685,1042.1042431966061,87.83063247561081,91.08416990082961,91.00992280897641,87.25282461047686,-0.105875,-0.100875,-0.100875,-0.10337500000000001,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,1.0007965209430076,2.214877546349279,2.182064545662623,1.6734630350194555
