t(s),T1_ext,T2_ext,T3_ext,T4_ext,Turb1_180,Turb1_90,Turb2_180,Turb2_90,Turb3_180,Turb3_90,Turb4_180,Turb4_90
930.057,25.562,25.625,25.5,25.562,0.013750419629505295,-0.0001250038148136845,0.013500411999877926,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
960.059,25.562,25.625,25.5,25.562,0.013750419629505295,0.0,0.012875392925809505,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
990.06,25.562,25.625,25.5,25.562,0.013750419629505295,-0.0001250038148136845,0.00975029755546739,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1020.062,25.562,25.625,25.5,25.562,0.013750419629505295,-0.0001250038148136845,0.013250404370250556,0.0,0.0043751335184789575,-0.0001250038148136845,0.00612518692587054,-0.0001250038148136845
1050.064,25.562,25.625,25.5,25.5,0.013750419629505295,-0.0001250038148136845,0.011375347148045289,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1080.066,25.562,25.625,25.5,25.5,0.013750419629505295,0.0,0.01275038911099582,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1110.067,25.562,25.625,25.5,25.562,0.013750419629505295,-0.0001250038148136845,0.013250404370250556,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.00612518692587054,-0.0001250038148136845
1140.069,25.562,25.625,25.5,25.562,0.013750419629505295,-0.0001250038148136845,0.01250038148136845,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1170.07,25.562,25.625,25.5,25.5,0.013750419629505295,-0.0001250038148136845,0.013000396740623189,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.00612518692587054,-0.0001250038148136845
1200.072,25.562,25.625,25.5,25.562,0.013750419629505295,-0.0001250038148136845,0.013625415814691611,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1230.073,25.562,25.625,25.5,25.5,0.013750419629505295,-0.0001250038148136845,0.010500320444349499,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1260.075,25.562,25.625,25.5,25.5,0.013750419629505295,-0.0001250038148136845,0.012625385296182135,-0.0001250038148136845,0.0043751335184789575,0.0,0.00612518692587054,-0.0001250038148136845
1290.077,25.562,25.625,25.5,25.5,0.013750419629505295,-0.0001250038148136845,0.013375408185064242,-0.0001250038148136845,0.0043751335184789575,0.0,0.0060001831110568565,-0.0001250038148136845
1320.079,25.562,25.625,25.5,25.5,0.013750419629505295,-0.0001250038148136845,0.008375255592516862,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1350.081,25.562,25.625,25.5,25.5,0.013625415814691611,0.0,0.013500411999877926,-0.0001250038148136845,0.0043751335184789575,0.0,0.0060001831110568565,-0.0001250038148136845
1380.083,25.5,25.625,25.5,25.5,0.013625415814691611,-0.0001250038148136845,0.01250038148136845,-0.0001250038148136845,0.0043751335184789575,0.0,0.0060001831110568565,-0.0001250038148136845
1410.085,25.562,25.562,25.5,25.5,0.013625415814691611,0.0,0.013000396740623189,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1440.087,25.562,25.625,25.5,25.5,0.013625415814691611,0.0,0.013125400555436872,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1470.089,25.5,25.562,25.5,25.5,0.013625415814691611,0.0,0.013125400555436872,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1500.091,25.562,25.562,25.5,25.5,0.013625415814691611,-0.0001250038148136845,0.011500350962858974,0.0,0.004500137333292642,0.0,0.0060001831110568565,-0.0001250038148136845
1530.093,25.562,25.562,25.5,25.5,0.013625415814691611,-0.0001250038148136845,0.013125400555436872,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.00612518692587054,-0.0001250038148136845
1560.095,25.562,25.562,25.437,25.5,0.013625415814691611,-0.0001250038148136845,0.013750419629505295,-0.0001250038148136845,0.004500137333292642,-0.0001250038148136845,0.00612518692587054,-0.0001250038148136845
1590.097,25.5,25.562,25.437,25.5,0.013625415814691611,0.0,0.013375408185064242,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1620.098,25.562,25.562,25.5,25.5,0.013500411999877926,-0.0001250038148136845,0.01225037385174108,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1650.1,25.5,25.625,25.437,25.5,0.013625415814691611,-0.0001250038148136845,0.013000396740623189,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1680.102,25.5,25.562,25.5,25.5,0.013625415814691611,-0.0001250038148136845,0.01250038148136845,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1710.104,25.5,25.562,25.437,25.5,0.013625415814691611,-0.0001250038148136845,0.012375377666554766,-0.0001250038148136845,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1740.105,25.5,25.562,25.437,25.5,0.013500411999877926,-0.0001250038148136845,0.01250038148136845,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1770.107,25.5,25.562,25.437,25.5,0.013125400555436872,0.0,0.01275038911099582,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1800.108,25.5,25.562,25.437,25.5,0.013125400555436872,0.0,0.012375377666554766,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1830.109,25.5,25.562,25.437,25.5,0.013125400555436872,-0.0001250038148136845,0.011000335703604236,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.00612518692587054,-0.0001250038148136845
1860.111,25.5,25.562,25.437,25.5,0.013125400555436872,0.0,0.011375347148045289,0.0,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1890.113,25.5,25.562,25.437,25.5,0.013125400555436872,-0.0001250038148136845,0.010375316629535815,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1920.114,25.5,25.562,25.437,25.437,0.013250404370250556,-0.0001250038148136845,0.013000396740623189,-0.0001250038148136845,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1950.115,25.5,25.562,25.437,25.5,0.013250404370250556,-0.0001250038148136845,0.01275038911099582,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
1980.117,25.5,25.562,25.437,25.437,0.013250404370250556,-0.0001250038148136845,0.012375377666554766,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2010.119,25.5,25.562,25.437,25.5,0.013250404370250556,-0.0001250038148136845,0.01250038148136845,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2040.121,25.5,25.562,25.437,25.437,0.013125400555436872,0.0,0.012625385296182135,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2070.123,25.5,25.562,25.437,25.437,0.013250404370250556,0.0,0.013250404370250556,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2100.125,25.5,25.562,25.437,25.5,0.013250404370250556,-0.0001250038148136845,0.009625293740653707,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2130.127,25.5,25.562,25.437,25.5,0.013250404370250556,-0.0001250038148136845,0.01387542344431898,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2160.129,25.5,25.562,25.437,25.437,0.013250404370250556,0.0,0.013125400555436872,-0.0001250038148136845,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2190.131,25.5,25.562,25.437,25.437,0.013250404370250556,0.0,0.012375377666554766,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2220.132,25.5,25.562,25.437,25.437,0.013250404370250556,-0.0001250038148136845,0.012125370036927397,-0.0001250038148136845,0.004500137333292642,0.0,0.0060001831110568565,-0.0001250038148136845
2250.134,25.5,25.562,25.437,25.437,0.013250404370250556,0.0,0.013125400555436872,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2280.136,25.5,25.562,25.437,25.437,0.013250404370250556,0.0,0.013500411999877926,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2310.138,25.5,25.562,25.437,25.437,0.013250404370250556,-0.0001250038148136845,0.013375408185064242,-0.0001250038148136845,0.0043751335184789575,0.0,0.0060001831110568565,-0.0001250038148136845
2340.14,25.5,25.562,25.437,25.437,0.013250404370250556,0.0,0.013375408185064242,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2370.142,25.5,25.562,25.437,25.437,0.013250404370250556,-0.0001250038148136845,0.013750419629505295,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2400.144,25.5,25.562,25.437,25.437,0.013250404370250556,0.0,0.010875331888790552,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2430.146,25.5,25.562,25.437,25.437,0.013250404370250556,0.0,0.01225037385174108,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2460.148,25.5,25.562,25.437,25.437,0.013375408185064242,0.0,0.013125400555436872,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2490.15,25.5,25.562,25.437,25.437,0.01387542344431898,0.0,0.004500137333292642,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2520.152,25.5,25.562,25.437,25.437,0.01387542344431898,-0.0001250038148136845,0.013000396740623189,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2550.154,25.5,25.5,25.437,25.437,0.01387542344431898,-0.0001250038148136845,0.013375408185064242,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2580.155,25.5,25.5,25.375,25.437,0.01387542344431898,-0.0001250038148136845,0.012125370036927397,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2610.157,25.5,25.5,25.437,25.437,0.01387542344431898,0.0,0.012375377666554766,0.0,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2640.159,25.5,25.5,25.437,25.437,0.013750419629505295,-0.0001250038148136845,0.013125400555436872,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2670.161,25.5,25.5,25.437,25.437,0.01387542344431898,-0.0001250038148136845,0.013625415814691611,0.0,0.0043751335184789575,0.0,0.0060001831110568565,-0.0001250038148136845
2700.163,25.5,25.562,25.437,25.437,0.01387542344431898,-0.0001250038148136845,0.013125400555436872,-0.0001250038148136845,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2730.165,25.5,25.5,25.437,25.437,0.01387542344431898,-0.0001250038148136845,0.012375377666554766,-0.0001250038148136845,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2760.166,25.5,25.5,25.437,25.437,0.01387542344431898,-0.0001250038148136845,0.01225037385174108,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2790.168,25.5,25.5,25.375,25.437,0.013750419629505295,-0.0001250038148136845,0.013000396740623189,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2820.17,25.437,25.562,25.437,25.437,0.01387542344431898,0.0,0.013750419629505295,-0.0001250038148136845,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2850.172,25.5,25.5,25.375,25.437,0.01387542344431898,0.0,0.013375408185064242,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,0.0
2880.174,25.5,25.5,25.437,25.437,0.013750419629505295,-0.0001250038148136845,0.008000244148075809,0.0,0.0043751335184789575,0.0,0.0060001831110568565,-0.0001250038148136845
2910.176,25.5,25.5,25.375,25.437,0.013750419629505295,-0.0001250038148136845,0.011250343333231605,-0.0001250038148136845,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2940.178,25.5,25.5,25.375,25.437,0.01387542344431898,-0.0001250038148136845,0.011750358592486344,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
2970.18,25.5,25.5,25.375,25.437,0.01387542344431898,-0.0001250038148136845,0.013500411999877926,-0.0001250038148136845,0.0043751335184789575,0.0,0.0060001831110568565,-0.0001250038148136845
3000.183,25.5,25.5,25.375,25.437,0.01387542344431898,-0.0001250038148136845,0.012375377666554766,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3030.185,25.437,25.5,25.375,25.437,0.01387542344431898,0.0,0.012125370036927397,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3060.187,25.5,25.562,25.375,25.437,0.01387542344431898,0.0,0.01275038911099582,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3090.189,25.437,25.5,25.375,25.437,0.013750419629505295,-0.0001250038148136845,0.013000396740623189,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3120.19,25.5,25.5,25.375,25.375,0.013625415814691611,-0.0001250038148136845,0.013000396740623189,-0.0001250038148136845,0.0043751335184789575,0.0,0.0060001831110568565,-0.0001250038148136845
3150.192,25.5,25.5,25.375,25.437,0.013750419629505295,0.0,0.012875392925809505,-0.0001250038148136845,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3180.194,25.5,25.5,25.375,25.437,0.013625415814691611,-0.0001250038148136845,0.01112533951841792,-0.0001250038148136845,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3210.195,25.437,25.5,25.375,25.437,0.013750419629505295,-0.0001250038148136845,0.013375408185064242,-0.0001250038148136845,0.004500137333292642,0.0,0.0060001831110568565,-0.0001250038148136845
3240.197,25.5,25.5,25.375,25.375,0.013750419629505295,-0.0001250038148136845,0.014125431073946348,-0.0001250038148136845,0.0043751335184789575,0.0,0.0060001831110568565,-0.0001250038148136845
3270.199,25.5,25.5,25.375,25.375,0.013625415814691611,-0.0001250038148136845,0.013000396740623189,-0.0001250038148136845,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3300.202,25.5,25.5,25.375,25.375,0.013625415814691611,0.0,0.01250038148136845,0.0,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3330.204,25.5,25.5,25.375,25.375,0.013625415814691611,-0.0001250038148136845,0.01225037385174108,0.0,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3360.206,25.437,25.5,25.375,25.375,0.013625415814691611,-0.0001250038148136845,0.01000030518509476,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3390.208,25.5,25.5,25.375,25.437,0.013625415814691611,-0.0001250038148136845,0.013375408185064242,0.0,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3420.21,25.5,25.5,25.375,25.437,0.013625415814691611,0.0,0.008625263222144231,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3450.212,25.437,25.5,25.375,25.375,0.013625415814691611,-0.0001250038148136845,0.013500411999877926,0.0,0.004500137333292642,0.0,0.0060001831110568565,-0.0001250038148136845
3480.214,25.437,25.5,25.375,25.437,0.013625415814691611,-0.0001250038148136845,0.012375377666554766,0.0,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3510.215,25.437,25.5,25.375,25.437,0.013625415814691611,-0.0001250038148136845,0.012000366222113713,-0.0001250038148136845,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3540.217,25.437,25.5,25.375,25.375,0.013625415814691611,-0.0001250038148136845,0.01275038911099582,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3570.218,25.5,25.5,25.375,25.375,0.013625415814691611,0.0,0.013250404370250556,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3600.219,25.437,25.5,25.375,25.437,0.013625415814691611,-0.0001250038148136845,0.010125308999908446,-0.0001250038148136845,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3630.221,25.437,25.5,25.375,25.437,0.013625415814691611,-0.0001250038148136845,0.01275038911099582,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3660.223,25.437,25.5,25.375,25.375,0.013625415814691611,-0.0001250038148136845,0.009000274666585284,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3690.225,25.437,25.5,25.375,25.437,0.013625415814691611,-0.0001250038148136845,0.007000213629566332,0.0,0.004500137333292642,0.0,0.0060001831110568565,-0.0001250038148136845
3720.227,25.437,25.5,25.375,25.375,0.013625415814691611,-0.0001250038148136845,0.013125400555436872,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3750.229,25.437,25.5,25.375,25.437,0.013500411999877926,-0.0001250038148136845,0.011625354777672658,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3780.23,25.437,25.5,25.375,25.375,0.013625415814691611,-0.0001250038148136845,0.011250343333231605,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3810.232,25.437,25.5,25.375,25.375,0.013500411999877926,-0.0001250038148136845,0.011750358592486344,0.0,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3840.234,25.437,25.5,25.375,25.375,0.013500411999877926,-0.0001250038148136845,0.012000366222113713,0.0,0.0043751335184789575,0.0,0.0060001831110568565,-0.0001250038148136845
3870.236,25.437,25.5,25.375,25.375,0.013500411999877926,-0.0001250038148136845,0.013375408185064242,0.0,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3900.237,25.437,25.5,25.375,25.437,0.013500411999877926,-0.0001250038148136845,0.013125400555436872,-0.0001250038148136845,0.0043751335184789575,0.0,0.0060001831110568565,-0.0001250038148136845
3930.239,25.437,25.5,25.375,25.375,0.013500411999877926,0.0,0.012625385296182135,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3960.241,25.437,25.5,25.375,25.375,0.013500411999877926,-0.0001250038148136845,0.009875301370281076,0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
3990.242,25.437,25.5,25.312,25.375,0.013500411999877926,-0.0001250038148136845,0.01275038911099582,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
4020.244,25.437,25.437,25.375,25.375,0.013500411999877926,-0.0001250038148136845,0.01112533951841792,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
4050.246,25.437,25.5,25.375,25.375,0.013500411999877926,-0.0001250038148136845,0.013250404370250556,-0.0001250038148136845,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
4080.248,25.437,25.5,25.375,25.375,0.013500411999877926,0.0,0.013250404370250556,-0.0001250038148136845,0.0043751335184789575,0.0,0.0060001831110568565,-0.0001250038148136845
4110.25,25.437,25.5,25.375,25.375,0.013500411999877926,0.0,0.009500289925840021,0.0,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
4140.251,25.437,25.5,25.375,25.375,0.013500411999877926,-0.0001250038148136845,0.01387542344431898,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
4170.253,25.437,25.5,25.375,25.375,0.013375408185064242,-0.0001250038148136845,0.012000366222113713,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
4200.255,25.437,25.5,25.375,25.375,0.013375408185064242,0.0,0.013500411999877926,-0.0001250038148136845,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
4230.256,25.437,25.5,25.312,25.375,0.013375408185064242,-0.0001250038148136845,0.01000030518509476,0.0,0.004500137333292642,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
4260.258,25.437,25.5,25.375,25.375,0.013375408185064242,0.0,0.01250038148136845,-0.0001250038148136845,0.0043751335184789575,-0.0001250038148136845,0.0060001831110568565,-0.0001250038148136845
