t(s),T1_ext,T2_ext,T3_ext,T4_ext,T1,T2,T3,T4,P1,P2,P3,P4,H1,H2,H3,H4,Turb1_180,Turb2_180,Turb3_180,Turb4_180,Turb1_90,Turb2_90,Turb3_90,Turb4_90,Turb1_ref,Turb2_ref,Turb3_ref,Turb4_ref
300.018,26.5,26.562,26.437,26.375,25.699609375,26.11875,26.2908203125,26.229296875,1013.4574778928167,1013.243360122103,1012.9593259180932,1012.9945196863614,63.950144301693896,78.30260976798935,61.93410293314981,63.86501067240668,-0.1008780785546434,-0.1008780785546434,-0.10337815485091709,-0.1008780785546434,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638
330.02,26.5,26.562,26.437,26.375,25.653515625,26.0673828125,26.25,26.18359375,1013.4287102820392,1013.2488792338606,1012.9590035144191,1012.9423873650383,64.0751347087141,78.77658278572925,62.23446676503708,63.91096196445615,-0.1008780785546434,-0.1008780785546434,-0.1008780785546434,-0.1008780785546434,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638
360.021,26.5,26.562,26.5,26.375,25.6125,26.0314453125,26.2091796875,26.14296875,1013.4338882338801,1013.2450101701346,1012.9422867013465,1012.9384015003847,64.16581954746454,79.1264620608634,62.422489384718226,64.41293983677758,-0.1008780785546434,-0.1008780785546434,-0.1008780785546434,-0.1008780785546434,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638
390.022,26.5,26.562,26.5,26.375,25.5767578125,26.005859375,26.168359375,26.1125,1013.4087189825935,1013.2427105263706,1012.9458962311622,1012.951485403765,64.5527256584837,79.49606653283607,62.782940136701455,64.32225002107833,-0.1008780785546434,-0.1008780785546434,-0.10337815485091709,-0.1008780785546434,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638
420.024,26.437,26.562,26.437,26.375,25.5458984375,25.9595703125,26.137890625,26.0818359375,1013.4239565497417,1013.2546026642731,1012.9256460504796,1012.9153619708071,64.93980367918361,79.72817648674655,62.53241867524985,64.4387848942602,-0.1008780785546434,-0.1008780785546434,-0.10337815485091709,-0.1008780785546434,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638
450.026,26.5,26.562,26.437,26.375,25.51015625,25.9390625,26.1125,26.0564453125,1013.3688950934285,1013.2359850413746,1012.9158671677418,1012.921088744144,65.02483855712472,80.12710837848851,63.22489127712121,65.14921069543364,-0.1008780785546434,-0.1008780785546434,-0.1008780785546434,-0.1008780785546434,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638
480.028,26.5,26.5,26.437,26.375,25.4845703125,25.908203125,26.0869140625,26.0310546875,1013.3776664883394,1013.221226182729,1012.9203678667809,1012.9282902860188,65.00553263608761,80.39664808641474,63.2713701824967,65.03530630323272,-0.1008780785546434,-0.1008780785546434,-0.1008780785546434,-0.1008780785546434,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638
510.03,26.437,26.562,26.437,26.375,25.4640625,25.8826171875,26.0716796875,26.0158203125,1013.3856704358186,1013.239198189292,1012.9089415167251,1012.9289684173232,65.41562625142694,80.7772776472427,63.602424701646385,65.41966690671853,-0.1008780785546434,-0.1008780785546434,-0.10337815485091709,-0.1008780785546434,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638
540.032,26.437,26.5,26.437,26.375,25.4435546875,25.862109375,26.0359375,26.0005859375,1013.4018660336698,1013.2615209355854,1012.9200090390337,1012.9594176347472,65.63554483748112,81.13513062715515,63.648876530519324,65.72667620314807,-0.1008780785546434,-0.1008780785546434,-0.1008780785546434,-0.1008780785546434,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638
570.034,26.437,26.5,26.437,26.375,25.41796875,25.84140625,26.02578125,25.9802734375,1013.3822989265296,1013.2503118828639,1012.9290516017293,1012.9487195007397,65.9930742286932,80.89754726988066,64.16360318929466,65.98624276434504,-0.0983780022583697,-0.1008780785546434,-0.1008780785546434,-0.1008780785546434,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638,4.183657587548638
